,Index,ID,Country,Gender,Education,Region,Profession,Work_status,Household_members,Income_level,Location_of_residence,Centre_or_suburbs,Public_transport_service,Car_driving_license,Number_vehicles_in_household,Considering_electric_or_hybrid_vehicle_next_purchase,Know_what_car_sharing_is,Would_subscribe_car_sharing_if_available,Most_frequent_trip_Walk,Most_frequent_trip_Bicycle,Most_frequent_trip_Car_as_Driver,Most_frequent_trip_Car_as_Passenger,Most_frequent_trip_Train,Most_frequent_trip_Underground_or_light_train,Most_frequent_trip_Tram,Most_frequent_trip_Bus,Most_frequent_trip_Motorcycle_or_moped,Destination_most_frequent_trip,Frequency_most_frequent_trip,Transfers_between_modes_during_frequent_trip,Frequent_trip_distance,Concern_environmental_impacts,Preference_tolls_or_traffic_limitation,New_frq_trip_dur,Age,Would_subsribe_car_sharing_if_available_new,Education_DNA,Income_level_DNA,Profession_DNA,Age_DNA,Considering_electric_or_hybrid_vehicle_next_purchase_DNA,Concern_environmental_impacts_DNA,Country_DNA,sha_ind,sha_ind_norm
4050,4344,"4,357",Bulgaria,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Yugozapaden,office worker,Employed,two,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,No,1,Maybe yes maybe not,No,"No, I would not be interested in this service",No,No,No,Yes,No,No,Yes,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,Two,6-10 KM,9,Definitely more acceptable to pay for less congestion,30-60 min,21-30,0,0.2290959252971137,0.2103583345422892,0.1989212513484358,0.2346829640947288,0.2027115108851518,0.299515106303618,0.3599585062240664,0.247891942670772,0.7390357278114108
4054,4348,"4,361",Croatia,Female,Upper secondary (high school or similar);,Karlovacka zupanija,unemployed,Not Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,2,Probably not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,Yes,Yes,Yes,Yes,No,No,No,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,Two,31-50 KM,8,Definitely more acceptable to limit road traffic,60-90 min,51-60,1,0.2069787234042553,0.2103583345422892,0.2050105857445307,0.1924233313289236,0.1444071809035312,0.2356572258533043,0.2760416666666667,0.2101252926347858,0.4976257348668855
4056,4350,"4,363",Bulgaria,Female,Upper secondary (high school or similar);,Yuzhen tsentralen,unemployed,Not Employed,two,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Relatively served by public transport,No,2,Probably yes,No,Yes and I would give up one car I currently own,No,No,No,Yes,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,less than 3 KM,8,Definitely more acceptable to limit road traffic,less than 15 min,51-60,2,0.2069787234042553,0.2103583345422892,0.2050105857445307,0.1924233313289236,0.2870708546384222,0.2356572258533043,0.3599585062240664,0.2424939373908274,0.704530882523194
4058,4352,"4,365",Croatia,Male,Upper secondary (high school or similar);,Grad Zagreb,retired,Not Employed,four,low,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,Yes,1,Certainly yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,Don't know/ No answer,31-50 KM,7,Probably more acceptable to limit road traffic,60-90 min,41-50,1,0.2069787234042553,0.1823809523809524,0.1685082872928177,0.1833333333333333,0.3650434126085315,0.1982758620689655,0.2760416666666667,0.2257946053936461,0.5977862913090803
4059,4353,"4,366",Slovakia,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Nitriansky kraj,teacher/lecturer,Employed,two,higher middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,2,Probably yes,Yes,"Yes, instead of purchasing a new car",No,No,Yes,Yes,Yes,No,No,Yes,No,Â…It is outside an urban area,Make this trip once per week or less,Two,31-50 KM,5,Probably more acceptable to pay for less congestion,30-60 min,51-60,2,0.2290959252971137,0.2489236790606653,0.1986692015209125,0.1924233313289236,0.2870708546384222,0.1648418491484184,0.2243303571428571,0.2207650283053304,0.5656364933193916
4060,4355,"4,368",Austria,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Steiermark,other employed worker,Employed,two,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,1,Probably yes,Yes,"No, I would not be interested in this service",No,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,6-10 KM,7,Probably more acceptable to limit road traffic,less than 15 min,41-50,0,0.2290959252971137,0.2103583345422892,0.1921047488762947,0.1833333333333333,0.2870708546384222,0.1982758620689655,0.2145833333333333,0.2164031988699646,0.5377550367376309
4065,4361,"4,374",Bulgaria,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Severen tsentralen,company director/CEO,Employed,two,middle,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,1,Certainly yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,Yes,No,No,No,Yes,No,Â…It is outside an urban area,Make this trip every day/ every working day of the week,One,6-10 KM,9,No preferences,30-60 min,51-60,1,0.2290959252971137,0.2103583345422892,0.2266009852216748,0.1924233313289236,0.3650434126085315,0.299515106303618,0.3599585062240664,0.2689993716466025,0.873957524562698
4068,4364,"4,377",Lithuania,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Marijampoles apskritis,teacher/lecturer,Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,2,Probably not,Yes,"No, I would not be interested in this service",No,No,Yes,Yes,No,No,No,No,No,Â…It is outside an urban area,Make this trip every day/ every working day of the week,Don't know/ No answer,21-30 KM,8,No preferences,15-30 min,31-40,0,0.2290959252971137,0.2103583345422892,0.1986692015209125,0.2217081850533807,0.1444071809035312,0.2356572258533043,0.1442307692307692,0.1977324032001858,0.4184085591809736
4069,4365,"4,378",Croatia,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Sisacko-moslavacka zupanija,middle manager,Employed,more than five,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Difficult to reach with public transport,Yes,2,Probably yes,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,Yes,Yes,No,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,less than 3 KM,9,Probably more acceptable to limit road traffic,less than 15 min,41-50,1,0.2290959252971137,0.2103583345422892,0.2343283582089552,0.1833333333333333,0.2870708546384222,0.299515106303618,0.2760416666666667,0.2456776541414855,0.7248816691982469
4070,4366,"4,379",Croatia,Female,"Tertiary and higher (University degree, PhD or similar degrees).",Grad Zagreb,office worker,Employed,one  (myself),middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,Yes,0,Don't know/no answer,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,No,No,No,No,Yes,Yes,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,11-20 KM,8,Probably more acceptable to limit road traffic,30-60 min,31-40,1,0.2290959252971137,0.2103583345422892,0.1989212513484358,0.2217081850533807,0.0925449871465295,0.2356572258533043,0.2760416666666667,0.2091896537011029,0.4916449929116471
4075,4372,"4,385",Bulgaria,Female,Upper secondary (high school or similar);,Yuzhen tsentralen,other employed worker,Employed,one  (myself),low,Large city (from 250.000 to 1.000.000 inhabitants),in the centre of the city,Well served by public transport,No,1,Certainly yes,No,Yes without any influence on my car ownership,Yes,No,No,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,less than 3 KM,10,No preferences,less than 15 min,41-50,2,0.2069787234042553,0.1823809523809524,0.1921047488762947,0.1833333333333333,0.3650434126085315,0.3167848699763593,0.3599585062240664,0.2580835066862562,0.8041817069948267
4077,4374,"4,387",Finland,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Helsinki-Uusimaa,other employed worker,Employed,two,lower middle,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Relatively served by public transport,Yes,2,Maybe yes maybe not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,One,21-30 KM,7,No preferences,15-30 min,51-60,1,0.2290959252971137,0.1964838027022627,0.1921047488762947,0.1924233313289236,0.2027115108851518,0.1982758620689655,0.1876355748373102,0.1998186794280032,0.4317443442971491
4082,4380,"4,393",Bulgaria,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Yugozapaden,retired,Not Employed,one  (myself),middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Relatively served by public transport,Yes,1,Probably not,Yes,"Maybe yes, maybe not. I would need to test the service before taking a decision",No,No,Yes,No,No,Yes,Yes,No,No,"Â…In an urban area, different from where I live",Make this trip once per week or less,One,11-20 KM,3,Probably more acceptable to pay for less congestion,15-30 min,51-60,1,0.2290959252971137,0.2103583345422892,0.1685082872928177,0.1924233313289236,0.1444071809035312,0.1602300739523418,0.3599585062240664,0.2092830913630119,0.4922422602170802
4085,4383,"4,396",Croatia,Female,Upper secondary (high school or similar);,Varazdinska zupanija,office worker,Employed,four,higher middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,3,Probably yes,Yes,Yes without any influence on my car ownership,Yes,No,Yes,No,No,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,11-20 KM,4,Definitely more acceptable to limit road traffic,60-90 min,31-40,2,0.2069787234042553,0.2489236790606653,0.1989212513484358,0.2217081850533807,0.2870708546384222,0.1632140615191462,0.2760416666666667,0.2289797745272817,0.618146361830173
4086,4384,"4,397",Germany,Female,Lower secondary (upper elementary school or similar);,Leipzig,other employed worker,Employed,two,low,Large city (from 250.000 to 1.000.000 inhabitants),in the suburbs,Well served by public transport,No,1,Don't know/no answer,Yes,"No, I would not be interested in this service",Yes,No,No,Yes,No,No,Yes,No,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,One,6-10 KM,9,Probably more acceptable to limit road traffic,30-60 min,21-30,0,0.178237650200267,0.1823809523809524,0.1921047488762947,0.2346829640947288,0.0925449871465295,0.299515106303618,0.1866383881230116,0.1951578281607717,0.4019514960973298
4088,4386,"4,399",Poland,Female,Upper secondary (high school or similar);,Pomorskie,student,Not Employed,three,middle,Small or medium town (less than 250.000 inhabitants),in the suburbs,Difficult to reach with public transport,Yes,1,Maybe yes maybe not,No,Yes without any influence on my car ownership,No,No,Yes,No,Yes,No,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,Two,21-30 KM,3,Definitely more acceptable to pay for less congestion,90-120 min,less than 20,2,0.2069787234042553,0.2103583345422892,0.2434696895022178,0.2561094819159335,0.2027115108851518,0.1602300739523418,0.3314855875831485,0.2301919145407626,0.6258945394372248
4096,4394,"4,407",Czech Republic,Female,Upper secondary (high school or similar);,SeverovÃ½chod,other employed worker,Employed,two,middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Well served by public transport,Yes,2,Maybe yes maybe not,No,Yes without any influence on my car ownership,Yes,No,Yes,Yes,No,No,No,Yes,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,Two,11-20 KM,9,Probably more acceptable to pay for less congestion,60-90 min,51-60,2,0.2069787234042553,0.2103583345422892,0.1921047488762947,0.1924233313289236,0.2027115108851518,0.299515106303618,0.2184782608695652,0.2175100023157283,0.5448298874797064
4102,4400,"4,413",Croatia,Female,Upper secondary (high school or similar);,Istarska zupanija,business owner/entrepreneur,Employed,four,lower middle,Small or medium town (less than 250.000 inhabitants),in the centre of the city,Relatively served by public transport,Yes,1,Probably yes,No,"Maybe yes, maybe not. I would need to test the service before taking a decision",Yes,No,Yes,Yes,No,No,No,No,No,"Â…In an urban area, same as where I live",Make this trip every day/ every working day of the week,One,6-10 KM,9,Definitely more acceptable to limit road traffic,15-30 min,31-40,1,0.2069787234042553,0.1964838027022627,0.2460474308300395,0.2217081850533807,0.2870708546384222,0.299515106303618,0.2760416666666667,0.2476922527998064,0.7377592807266165
4104,4402,"4,415",Hungary,Male,"Tertiary and higher (University degree, PhD or similar degrees).",KÃ¶zÃ©p-MagyarorszÃ¡g,student,Not Employed,three,middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the suburbs,Well served by public transport,Yes,1,Maybe yes maybe not,No,"Yes, instead of purchasing a new car",No,No,No,No,No,Yes,No,Yes,No,"Â…In an urban area, different from where I live",Make this trip every day/ every working day of the week,One,6-10 KM,7,Probably more acceptable to limit road traffic,30-60 min,21-30,2,0.2290959252971137,0.2103583345422892,0.2434696895022178,0.2346829640947288,0.2027115108851518,0.1982758620689655,0.191578947368421,0.2157390333941268,0.5335095931337317
4105,4403,"4,416",Hungary,Male,"Tertiary and higher (University degree, PhD or similar degrees).",KÃ¶zÃ©p-MagyarorszÃ¡g,unemployed,Not Employed,one  (myself),lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Relatively served by public transport,No,0,Probably yes,No,"No, I would not be interested in this service",No,No,No,No,No,Yes,Yes,Yes,No,"Â…In an urban area, different from where I live",Make this trip 2-3 days per week,Two,11-20 KM,9,No preferences,30-60 min,41-50,0,0.2290959252971137,0.1964838027022627,0.2050105857445307,0.1833333333333333,0.2870708546384222,0.299515106303618,0.191578947368421,0.2274412221982431,0.6083117085965903
4106,4404,"4,417",Great Britain,Male,"Tertiary and higher (University degree, PhD or similar degrees).",Inner London,office worker,Employed,two,lower middle,Metropolitan area of a big city with more than 1.000.000  inhabitants,in the centre of the city,Well served by public transport,No,0,Probably yes,No,Yes and I would give up one car I currently own,No,No,No,No,Yes,Yes,No,No,No,"Â…In an urban area, same as where I live",Make this trip 2-3 days per week,One,3-5 KM,7,Probably more acceptable to pay for less congestion,15-30 min,21-30,2,0.2290959252971137,0.1964838027022627,0.1989212513484358,0.2346829640947288,0.2870708546384222,0.1982758620689655,0.1321776814734561,0.2109583345176264,0.5029506613527508
